,code,Mean-Peak,Mean-SD,SD-X,SD-Y,Mean-X,Mean-y
26531,"[60, 64]",1.633548,0.505749,0.402128,0.038329,1543.055097,934.607315
26532,"[60, 64]",1.633548,0.505749,0.402128,0.038329,1543.055097,934.607315
26533,"[65, 79]",1.608990,0.530274,0.378575,0.307547,1647.718695,1832.122747
26534,"[75, 67]",1.871859,0.267349,0.103484,0.035146,2016.241153,512.626834
26535,"[67, 58]",2.103050,0.036097,0.014800,0.039703,1407.169192,1047.832400
26536,"[67, 61]",1.847580,0.291425,0.032642,0.080944,932.150704,1832.687891
26537,"[74, 69]",1.762875,0.376094,0.133099,0.272928,741.651971,1368.953872
26538,"[66, 48]",1.681878,0.457052,0.170897,0.196883,723.348595,322.499577
26539,"[66, 48]",1.681878,0.457052,0.170897,0.196883,723.348595,322.499577
26540,"[72, 70]",3.099106,0.960476,0.135709,0.041616,657.666472,1307.135019
26541,"[80, 69]",2.012146,0.126469,0.037668,0.271916,1768.940256,2045.683870
26542,"[58, 65]",3.373837,1.235270,0.229052,0.119041,797.706666,1305.889161
26543,"[55, 45, 72]",1.953609,0.135266,0.092585,0.106098,1500.491439,868.927775
26544,"[79, 60]",1.781249,0.357270,0.138224,0.064288,1214.090339,1339.993370
26545,"[80, 53]",1.498750,0.639691,0.210593,0.401839,801.706772,1107.224826
26546,"[74, 58]",2.247262,0.108928,0.242356,0.078559,814.001507,1262.786079
26547,"[55, 49]",1.578738,0.559362,0.354081,0.028844,672.438688,679.830023
26548,"[71, 56]",1.676403,0.461467,0.045336,0.265600,1364.272516,796.703565
26549,"[53, 56]",2.033196,0.104505,0.094636,0.082029,1692.733941,1602.063995
26550,"[52, 73]",1.846963,0.290653,0.083544,0.009072,1322.975807,544.250657
26551,"[75, 65]",2.125248,0.012237,0.031812,0.009580,410.185254,1130.751612
26552,"[75, 65]",2.125248,0.012237,0.031812,0.009580,410.185254,1130.751612
26553,"[73, 71]",2.493504,0.356250,0.001848,0.002097,480.529932,147.913016
26554,"[46, 64]",1.493754,0.643456,0.478840,0.060612,175.471874,1105.973815
26555,"[65, 60]",1.720341,0.416694,0.325762,0.039026,821.655705,1064.671388
26556,"[46, 56]",1.600247,0.536651,0.298657,0.280800,1047.940481,466.612385
26557,"[76, 65]",1.723197,0.413612,0.184534,0.258623,787.052793,1294.488069
26558,"[66, 78]",1.632790,0.503787,0.177746,0.375079,852.814706,1160.451214
26559,"[71, 53]",2.915338,0.778834,0.165566,0.248468,411.378960,597.544750
26560,"[65, 62]",2.083243,0.053139,0.099412,0.017743,335.222252,1991.081452
26561,"[69, 48]",3.741003,1.604656,0.249356,0.116977,1429.384438,192.200080
26562,"[58, 46]",1.668830,0.467481,0.054723,0.255746,833.237959,1252.677917
26563,"[57, 46]",1.797421,0.338744,0.237879,0.041006,364.658129,1019.770252
26564,"[78, 66]",1.572254,0.563749,0.136555,0.384416,1729.449674,1862.145600
26565,"[57, 52]",1.839149,0.296657,0.142542,0.100142,599.601131,695.705240
26566,"[57, 47]",1.714989,0.420817,0.155279,0.143369,599.588394,695.662013
26567,"[72, 67]",1.670806,0.464941,0.015283,0.328070,373.878937,964.504589
26568,"[72, 63]",1.620866,0.514881,0.053066,0.410816,373.916720,964.421843
26569,"[67, 55, 73]",1.687249,0.369888,0.212308,0.250077,1961.617105,1673.652673
26570,"[80, 67, 53]",1.699447,0.346361,0.280235,0.157777,264.695250,892.602690
26571,"[75, 52]",2.412974,0.277917,0.077897,0.078324,1293.241248,857.143906
26572,"[80, 63]",1.828983,0.305927,0.160460,0.146873,274.077015,926.820610
26573,"[47, 57, 67]",1.747741,0.416116,0.235113,0.230298,1022.057505,422.204411
26574,"[54, 52]",1.673171,0.461672,0.059668,0.338848,190.072079,77.260657
26575,"[78, 61]",3.785344,1.650521,0.046486,0.068015,406.552128,820.758979
26576,"[66, 45, 80]",1.674120,0.335469,0.344290,0.029818,1615.570102,1256.911644
26577,"[62, 51]",2.322396,0.187727,0.043643,0.247606,1314.018733,1099.998069
26578,"[67, 56]",1.781689,0.352965,0.032129,0.214964,1958.449077,294.765015
26579,"[53, 80]",1.592671,0.541894,0.361879,0.135262,24.385385,1220.743997
26580,"[78, 63]",1.596268,0.537778,0.119202,0.478610,1188.058077,730.508560
26581,"[78, 57]",1.652020,0.481768,0.156182,0.392089,1142.773193,1651.364842
26582,"[57, 70]",1.932532,0.201247,0.086542,0.099348,932.299716,1400.444158
26583,"[76, 64]",5.934404,3.800680,0.312468,0.006085,1056.544581,393.519915
26584,"[55, 46]",1.786302,0.347023,0.292321,0.049955,1333.798535,331.812403
26585,"[47, 62]",2.319219,0.186116,0.035054,0.141485,905.020209,1299.808631
26586,"[46, 65]",1.781834,0.351266,0.106911,0.316962,633.240044,1391.041325
26587,"[56, 65]",1.885540,0.247366,0.054788,0.105124,234.109269,910.920822
26588,"[63, 80]",1.641787,0.490967,0.205754,0.245009,1659.956246,151.874096
26589,"[78, 67, 55]",1.921061,0.149742,0.113941,0.194605,760.025449,1360.409380
26590,"[61, 70]",3.907333,1.774679,0.283281,0.298509,1439.834395,248.837598
26591,"[54, 49]",2.319405,0.186920,0.205779,0.071995,214.959830,999.631082
26592,"[67, 50]",3.902003,1.769574,0.272426,0.001659,352.633640,666.525676
26593,"[69, 76]",1.790712,0.341669,0.003453,0.318369,1354.819634,1098.258985
26594,"[47, 63]",1.706031,0.426170,0.123272,0.271756,818.015621,569.826053
26595,"[53, 75]",1.866462,0.265555,0.073735,0.067958,379.178071,1693.808193
26596,"[49, 58]",1.700223,0.431720,0.212121,0.166958,1442.033897,1019.892958
26597,"[49, 58]",1.700223,0.431720,0.212121,0.166958,1442.033897,1019.892958
26598,"[66, 80]",1.853293,0.278503,0.009354,0.064705,1192.728285,1376.929060
26599,"[65, 75]",1.471315,0.660270,0.404549,0.235086,1447.691329,291.132282
26600,"[66, 60]",1.985981,0.145502,0.017435,0.023730,65.521939,1652.142939
26601,"[79, 64]",6.386634,4.255261,0.038856,0.163213,774.818557,1506.987621
26602,"[73, 70]",2.205010,0.179833,0.097997,0.081531,9.555680,1224.788718
26603,"[72, 71]",2.032932,0.098369,0.123045,0.060674,9.743266,1224.809879
26604,"[54, 47]",1.753351,0.377783,0.142289,0.201080,849.525709,940.130272
26605,"[54, 47]",1.753351,0.377783,0.142289,0.201080,849.525709,940.130272
26606,"[51, 68]",1.569648,0.561243,0.043377,0.432546,160.648158,1970.969604
26607,"[74, 58, 51]",1.676650,0.328582,0.349922,0.128240,1213.943439,897.756174
26608,"[73, 71]",1.690770,0.439976,0.279263,0.019939,1677.665520,262.026892
26609,"[45, 78]",2.519343,0.388713,0.286898,0.102465,1767.405032,1182.775062
26610,"[49, 67]",1.949495,0.180945,0.074327,0.092118,482.110073,1304.082992
26611,"[63, 76]",1.617218,0.513212,0.055188,0.461931,818.094130,1385.809533
26612,"[63, 76]",1.617218,0.513212,0.055188,0.461931,818.094130,1385.809533
26613,"[54, 51]",1.842862,0.287288,0.021391,0.078783,1123.040560,1893.568182
26614,"[52, 56]",3.202831,1.072791,0.066454,0.015457,130.949081,1105.286915
26615,"[72, 65]",1.580198,0.549826,0.385774,0.056721,1992.163210,1630.804523
26616,"[72, 65]",1.580198,0.549826,0.385774,0.056721,1992.163210,1630.804523
26617,"[67, 76]",2.545279,0.415272,0.035499,0.180398,840.680369,782.630375
26618,"[62, 68]",1.808491,0.321474,0.247052,0.073146,1462.761411,1016.781084
26619,"[77, 71]",2.023555,0.106392,0.079171,0.002454,690.673866,690.644664
26620,"[70, 56, 49, 73]",1.487411,0.458080,0.341124,0.334016,1098.008488,322.888889
26621,"[51, 80, 70, 61]",1.758910,0.222958,0.235696,0.208566,1788.428789,1125.699089
26622,"[51, 79, 70, 61]",1.751438,0.224221,0.222481,0.208061,1788.440320,1125.698133
26623,"[70, 78]",1.905189,0.224488,0.056730,0.159527,1209.216519,237.998072
26624,"[53, 67]",1.770430,0.359233,0.124304,0.048594,76.207256,1260.144696
26625,"[75, 71]",2.022268,0.107334,0.021000,0.151190,468.210940,1694.127871
26626,"[52, 58]",1.919781,0.409674,0.004557,0.146579,1816.755548,1906.860083
26627,"[52, 55]",1.955303,0.374152,0.222867,0.091435,1816.982972,1906.622070
26628,"[60, 49]",1.813089,0.316361,0.041727,0.056233,99.183973,1222.919697
26629,"[75, 68, 45]",1.762283,0.260467,0.029172,0.189123,1824.336894,621.492606
26630,"[73, 69]",1.881263,0.248083,0.047582,0.175095,841.717801,907.709586
26631,"[55, 51, 75]",1.609437,0.367806,0.186308,0.159631,139.156308,8.901770
26632,"[71, 78]",1.980968,0.286052,0.040968,0.037662,891.120385,195.148631
26633,"[63, 78]",1.912088,0.217172,0.056415,0.050947,891.104937,195.135345
26634,"[62, 79]",1.526830,0.602293,0.445694,0.062105,1988.419165,1991.387488
26635,"[78, 55, 50]",1.267023,0.609688,0.325241,0.306814,2022.263294,508.413979
26636,"[78, 63]",1.778749,0.350151,0.386556,0.074738,795.074370,1381.980889
26637,"[60, 64]",1.988027,0.140724,0.081732,0.220334,1377.727062,1017.370870
26638,"[70, 75]",2.086757,0.041948,0.079380,0.053947,1377.485116,115.944328
26639,"[75, 52]",2.325761,0.197328,0.003122,0.026046,1791.949685,2031.177699
26640,"[71, 72]",4.644384,2.516121,0.092783,0.020885,876.780468,95.887455
26641,"[59, 52, 64]",1.595394,0.443344,0.070764,0.524651,668.363461,1514.937228
26642,"[62, 75]",1.573688,0.554397,0.340065,0.128512,1368.435269,530.550225
26643,"[74, 46, 59]",1.639253,0.470944,0.108756,0.359416,375.805780,1976.497620
26644,"[65, 60]",2.028157,0.099733,0.093415,0.170454,1836.685749,1241.378233
26645,"[52, 71]",1.758565,0.369286,0.096538,0.208008,633.210038,1955.792450
26646,"[58, 49]",1.537006,0.562039,0.397704,0.371540,1191.873661,403.576050
26647,"[58, 65]",1.766248,0.361421,0.205024,0.098190,1412.453901,1343.701149
26648,"[54, 68]",1.523893,0.603766,0.155388,0.452032,1420.863396,147.473292
26649,"[52, 56]",2.064323,0.063312,0.324243,0.326859,1291.830872,805.326646
26650,"[67, 80]",1.789620,0.013268,0.380500,0.267299,394.949045,1886.645593
26651,"[65, 80]",1.951901,0.175548,0.146163,0.005099,395.183382,1886.383393
26652,"[55, 73]",2.504863,0.377421,0.154039,0.094110,74.525509,1135.645765
26653,"[71, 78, 62, 52]",1.637364,0.378895,0.366576,0.264441,871.100962,1128.612274
26654,"[59, 72]",1.904139,0.223176,0.159266,0.118200,699.709868,303.645013
26655,"[74, 55, 47]",1.633236,0.295139,0.242853,0.366353,1489.604403,790.160304
26656,"[47, 71]",2.093145,0.033924,0.101315,0.037609,1887.550207,1187.636890
26657,"[77, 69]",3.256612,1.129555,0.000398,0.027116,168.101566,2030.845924
26658,"[48, 77]",1.519589,0.642618,0.224705,0.467913,1391.735642,992.583598
26659,"[51, 72]",1.921506,0.205366,0.064562,0.054385,649.627238,1877.819621
26660,"[68, 76]",1.898064,0.228789,0.099914,0.176837,1887.721271,1266.835890
26661,"[55, 73]",1.714059,0.412507,0.187474,0.284408,864.157455,1893.796798
26662,"[67, 72]",1.851489,0.274912,0.077925,0.032182,1437.126875,243.925039
26663,"[54, 80]",1.880862,0.406441,0.215388,0.061745,1644.900117,1634.778490
26664,"[54, 51, 64]",1.719304,0.287658,0.244671,0.080260,404.142457,987.872743
26665,"[63, 72]",2.701128,0.575367,0.006095,0.077341,1582.834790,1092.140878
26666,"[62, 79]",1.863541,0.262205,0.019709,0.077508,904.124369,1270.398757
26667,"[54, 71]",1.751350,0.374313,0.075993,0.215475,1607.014497,230.695680
26668,"[74, 58]",2.110236,0.015415,0.013571,0.150876,301.330796,31.742731
26669,"[64, 61]",1.521690,0.603945,0.445783,0.004847,165.233761,1247.793581
26670,"[67, 60]",2.004086,0.121416,0.117991,0.055582,53.315299,321.187858
26671,"[56, 46]",1.696947,0.428516,0.247459,0.125506,1711.295926,435.913860
26672,"[56, 46]",1.696947,0.428516,0.247459,0.125506,1711.295926,435.913860
26673,"[74, 65]",1.853671,0.271759,0.072269,0.191533,800.719800,103.905592
26674,"[64, 79]",1.513101,0.612228,0.395702,0.246420,1094.176320,1787.975091
26675,"[54, 67]",1.464436,0.660638,0.218154,0.418141,533.540660,384.866724
26676,"[63, 46]",1.597178,0.527863,0.422285,0.018766,1783.868432,569.924610
26677,"[69, 49]",2.941791,0.816822,0.400294,0.239787,318.731315,1975.124875
26678,"[55, 68]",1.838867,0.285952,0.288464,0.007039,1886.837071,1584.877136
26679,"[55, 78]",3.305101,1.180333,0.372655,0.112953,1236.143143,1110.586317
26680,"[72, 51]",1.864184,0.260400,0.033833,0.219726,1869.656319,1606.715172
26681,"[61, 50]",1.835863,0.288242,0.163196,0.154666,469.754668,718.353510
26682,"[61, 50]",1.835863,0.288242,0.163196,0.154666,469.754668,718.353510
26683,"[64, 59, 46, 72]",1.370608,0.451887,0.175815,0.385549,750.493297,1502.190205
26684,"[45, 66]",1.896353,0.328119,0.258825,0.121068,322.577194,1863.296547
26685,"[58, 68]",2.176166,0.052848,0.370491,0.224413,693.707420,1991.925267
26686,"[68, 60]",2.373783,0.250545,0.005317,0.275575,1902.902252,1954.406014
26687,"[70, 57]",1.993510,0.129564,0.028061,0.013045,66.386690,1076.274438
26688,"[53, 64]",1.576896,0.545717,0.331610,0.280493,974.886056,164.188857
26689,"[75, 65]",2.125215,0.002875,0.031812,0.009580,410.185254,1130.751612
26690,"[72, 64]",1.460137,0.661992,0.058549,0.474958,80.671611,1417.608883
26691,"[56, 77]",1.808045,0.314027,0.164727,0.010228,1248.005187,820.770204
26692,"[55, 71]",1.787811,0.334070,0.278348,0.025047,292.867456,1304.096896
26693,"[48, 67]",1.902442,0.219407,0.008441,0.119850,1608.751708,2007.517797
26694,"[59, 64]",1.827296,0.294070,0.275687,0.225677,1496.200925,1117.283806
26695,"[61, 63, 72]",1.500936,0.448575,0.250701,0.280553,1252.441390,1114.906779
26696,"[75, 59]",2.810637,0.689459,0.009211,0.242924,695.734254,1551.821240
26697,"[78, 46]",1.714921,0.406222,0.209130,0.008915,904.633488,1852.465714
26698,"[55, 47]",1.875307,0.245551,0.255842,0.040191,1586.242310,1825.976368
26699,"[67, 59, 50, 76]",1.648461,0.445654,0.172874,0.205001,267.966320,1813.889588
26700,"[77, 47]",1.664524,0.456072,0.422331,0.148906,1901.922356,1999.159544
26701,"[58, 72]",2.097394,0.023120,0.008638,0.470824,758.056329,1348.204575
26702,"[46, 63, 75, 54]",1.864917,0.310727,0.104582,0.247884,632.050837,1337.921317
26703,"[79, 49]",2.799274,0.679297,0.212965,0.175605,1428.728996,181.846625
26704,"[77, 59, 66]",1.787289,0.235629,0.068051,0.202133,1790.920391,1631.010564
26705,"[78, 71]",1.808950,0.310985,0.076475,0.151051,1416.581140,1398.392833
26706,"[57, 64]",2.069242,0.050604,0.170514,0.109626,2000.946398,1932.857975
26707,"[48, 54]",1.888874,0.230903,0.124185,0.090978,2029.514134,155.686590
26708,"[65, 59]",1.811754,0.307954,0.167674,0.118878,623.541490,1338.326227
26709,"[54, 49]",1.799686,0.320015,0.123433,0.182970,1765.402790,1850.080492
26710,"[45, 67]",1.732274,0.548083,0.330567,0.049565,447.227735,807.391560
26711,"[66, 78]",3.849017,1.729540,0.086230,0.057507,872.768872,886.186787
26712,"[65, 76]",1.704388,0.414954,0.185661,0.115874,1332.511860,596.668272
26713,"[64, 61]",1.794548,0.324233,0.154083,0.011419,1067.784310,892.661724
26714,"[56, 67]",2.646031,0.527325,0.073047,0.065069,248.422421,1299.113806
26715,"[77, 51]",2.080738,0.321724,0.022835,0.060838,401.058466,1179.024878
26716,"[58, 63]",2.190598,0.072061,0.093450,0.368318,653.639842,1459.472862
26717,"[58, 72]",1.607133,0.511336,0.302917,0.089540,1427.394942,811.646360
26718,"[46, 73, 64]",2.463737,0.689806,0.002997,0.089938,432.751709,519.226217
26719,"[66, 74]",2.057855,0.059833,0.085649,0.056286,834.853887,1910.283739
26720,"[66, 74]",2.057855,0.059833,0.085649,0.056286,834.853887,1910.283739
26721,"[65, 59]",1.674003,0.443683,0.099730,0.296663,39.737519,574.680758
26722,"[55, 75]",1.851096,0.266474,0.129501,0.126751,1776.981290,1904.436049
26723,"[62, 64, 46]",1.689775,0.380659,0.315109,0.171844,1980.334551,1959.975067
26724,"[62, 64, 49]",1.681452,0.391549,0.105498,0.255725,1980.625194,1960.082211
26725,"[47, 54]",2.372532,0.255275,0.068548,0.224365,203.071600,142.974030
26726,"[46, 72]",1.584461,0.532413,0.287874,0.292743,1031.637898,1065.556427
26727,"[73, 55]",1.912587,0.203996,0.037765,0.081037,861.443053,1950.817109
26728,"[74, 68, 50]",1.778605,0.263656,0.047926,0.136823,1719.092784,2011.588413
26729,"[75, 59]",1.561586,0.554857,0.058221,0.351076,449.703969,9.532725
26730,"[74, 53]",2.035330,0.081104,0.073438,0.356577,1026.919868,927.694466
26731,"[51, 55]",1.593523,0.522615,0.186929,0.273890,206.666613,1088.837478
26732,"[56, 73]",2.030793,0.085212,0.134613,0.014254,240.281613,1264.551924
26733,"[71, 73]",1.607042,0.508960,0.036876,0.377389,353.900147,812.996322
26734,"[71, 61]",2.315320,0.199526,0.329717,0.252020,1527.496349,1127.743276
26735,"[66, 51]",1.993718,0.122071,0.044957,0.157986,855.866214,1340.577679
26736,"[61, 68]",1.674156,0.441235,0.060667,0.279099,66.402714,1232.561539
26737,"[69, 80]",1.669791,0.445435,0.190270,0.296665,295.800473,874.594988
26738,"[79, 59, 69]",1.779035,0.237485,0.171595,0.148032,271.887996,762.695490
26739,"[67, 78]",2.034322,0.080335,0.334521,0.345149,1979.496632,1755.039324
26740,"[48, 55, 72]",1.853940,0.463242,0.295953,0.153340,861.791867,809.601912
26741,"[54, 51]",1.504495,0.610071,0.363368,0.228765,420.354607,102.989878
26742,"[69, 59]",1.905435,0.209110,0.042001,0.421583,1893.604773,1169.474818
26743,"[54, 53]",1.609797,0.504553,0.417754,0.082010,1571.262135,1385.243552
26744,"[46, 72]",1.851412,0.262843,0.179016,0.002020,15.514313,1187.012930
26745,"[78, 64]",1.861616,0.252558,0.190303,0.014843,245.238869,982.906641
26746,"[76, 68]",1.793933,0.319684,0.061440,0.042373,196.660808,978.213866
26747,"[70, 77, 53]",1.398436,0.539437,0.164924,0.404952,111.990136,1442.462087
26748,"[56, 78]",2.395608,0.282553,0.042357,0.189451,793.029239,179.799520
26749,"[74, 56]",1.758780,0.354239,0.014336,0.181152,386.375986,1567.789181
26750,"[65, 59, 47]",1.619562,0.409802,0.227768,0.318764,1099.769117,1402.739050
26751,"[80, 54]",1.685388,0.427544,0.123924,0.340393,1262.395323,654.813096
26752,"[62, 65]",2.082783,0.030129,0.099412,0.017743,335.222252,1991.081452
26753,"[75, 46]",1.938022,0.174785,0.116140,0.093976,745.506221,649.854341
26754,"[60, 69]",1.600798,0.512009,0.396500,0.032368,60.395037,1320.547240
26755,"[54, 52, 72]",1.618703,0.355243,0.264323,0.115920,1466.424252,142.840061
26756,"[68, 79]",2.388530,0.276235,0.045702,0.017539,1275.595572,919.019486
26757,"[62, 69]",1.930456,0.181758,0.037578,0.095104,1060.564002,1791.000064
26758,"[51, 72]",1.911980,0.200164,0.201369,0.043292,149.798216,143.120903
26759,"[78, 65]",1.689937,0.421826,0.123501,0.213377,261.560171,896.591501
26760,"[78, 55]",1.735128,0.376532,0.274958,0.027653,1236.909535,735.196386
26761,"[72, 48]",1.949851,0.161438,0.034259,0.118330,1220.069067,866.680111
26762,"[66, 51]",1.801905,0.309287,0.101090,0.007304,1127.133178,329.442612
26763,"[73, 51]",1.880014,0.231035,0.205079,0.021082,1318.514465,532.408318
26764,"[52, 57, 67]",1.708042,0.297375,0.140284,0.124666,901.268584,1192.734112
26765,"[47, 64, 56]",1.572346,0.383409,0.245157,0.217013,1956.178493,1377.610731
26766,"[62, 77]",1.864512,0.246313,0.190723,0.037461,1028.392342,1962.777228
26767,"[59, 65, 80]",1.568175,0.394116,0.257771,0.066235,1773.655323,489.103213
26768,"[58, 65, 48]",1.397946,0.541157,0.359489,0.170645,984.592595,496.710164
26769,"[55, 74]",2.766670,0.655981,0.121022,0.179050,1640.581977,100.456997
26770,"[71, 50, 55]",1.723378,0.308943,0.186127,0.134104,456.173828,1962.292171
26771,"[77, 51]",2.301403,0.191066,0.039823,0.278581,1901.206817,379.091633
26772,"[70, 75, 47]",1.323125,0.584440,0.335912,0.548475,952.543775,1908.803108
26773,"[58, 75]",2.390373,0.280122,0.048638,0.112728,1928.005525,1779.535190
26774,"[63, 80]",1.599681,0.510565,0.376529,0.299634,1364.002341,1031.374786
26775,"[58, 50, 78]",1.805556,0.218322,0.271427,0.140224,537.110173,2034.329753
26776,"[63, 76]",1.792675,0.317225,0.121855,0.086690,927.371251,1943.768235
26777,"[63, 79, 46]",1.755000,0.405755,0.514144,0.066645,648.280016,1387.256835
26778,"[65, 46]",3.240983,1.131259,0.149716,0.162507,802.726636,1399.532735
26779,"[79, 68]",1.741855,0.367798,0.239073,0.010175,289.082772,845.869773
26780,"[52, 55]",2.048682,0.060649,0.020282,0.089351,299.042868,1299.283392
26781,"[59, 46]",1.613049,0.496215,0.210063,0.336979,1793.942823,1689.882265
26782,"[61, 53, 72]",1.534312,0.476905,0.237490,0.487788,1404.687650,205.504590
26783,"[73, 59]",2.681523,0.572867,0.035999,0.299007,872.851398,1949.096104
26784,"[56, 65]",1.824227,0.284314,0.223772,0.003882,567.000917,656.891896
26785,"[56, 45]",3.724106,1.615778,0.261444,0.208735,1258.448412,1773.130731
26786,"[69, 51]",1.539406,0.568914,0.103234,0.474383,1243.836003,434.877333
26787,"[78, 55]",1.767722,0.340593,0.276484,0.182390,388.920609,450.327477
26788,"[67, 54, 78, 49]",1.865454,0.183639,0.156210,0.076639,1091.016378,540.679092
26789,"[66, 59]",2.260885,1.139550,0.211641,0.602650,1260.715837,796.409656
26790,"[54, 70, 51, 72]",1.749171,0.210805,0.052823,0.144892,1118.272513,1582.939830
26791,"[66, 79, 50]",1.782185,0.295851,0.184580,0.050290,886.067327,256.138736
26792,"[75, 63]",1.952045,0.155070,0.034797,0.026642,1252.862588,381.003416
26793,"[76, 47]",1.709921,0.397138,0.225586,0.150108,1931.100850,1910.129620
26794,"[63, 80]",4.489668,2.382730,0.053893,0.054958,156.407959,774.166857
26795,"[73, 69, 57]",1.690441,0.329734,0.247403,0.152232,62.821700,231.924763
26796,"[69, 62]",2.227093,0.120414,0.091011,0.476753,1147.788776,870.515640
26797,"[54, 63, 77, 47]",1.556357,0.351431,0.294018,0.315433,1495.535923,1985.536866
26798,"[67, 80]",2.008718,0.377041,0.281957,0.179437,1404.911285,1341.104202
26799,"[71, 76]",1.937576,0.169067,0.037404,0.109955,1405.036721,1340.924373
26800,"[72, 71]",1.932500,0.174124,0.064422,0.212478,299.831038,980.182661
26801,"[74, 58]",1.581170,0.525222,0.379230,0.293026,515.731942,193.971845
26802,"[77, 70, 60]",1.583517,0.493597,0.369694,0.184693,1043.387330,770.463499
26803,"[58, 74]",2.805801,0.699546,0.018763,0.004500,187.815891,36.645223
26804,"[56, 70]",1.719968,0.386158,0.142816,0.184012,1748.477165,1019.288605
26805,"[77, 69]",2.835302,0.729415,0.096734,0.116629,787.920562,216.094008
26806,"[48, 58]",1.950242,0.155396,0.049950,0.016415,252.533402,1774.179217
26807,"[73, 64]",1.881335,0.224227,0.111489,0.045240,1407.100139,1318.282088
26808,"[64, 79]",2.028451,0.076788,0.234770,0.065971,1647.862499,1832.364323
26809,"[71, 76]",1.839659,0.265449,0.054686,0.170366,299.950147,980.140549
26810,"[57, 46]",1.860702,0.243907,0.178304,0.079057,204.338074,1038.910862
26811,"[72, 68]",1.808134,0.296469,0.106111,0.114710,1109.016695,1878.628216
26812,"[72, 62]",1.798803,0.305775,0.108895,0.035046,52.611015,668.384260
26813,"[65, 77]",1.774585,0.329960,0.163616,0.434737,1826.039443,1956.326955
26814,"[46, 58]",1.795510,0.308899,0.169336,0.142019,1205.573200,1766.544110
26815,"[55, 80]",1.477510,0.626791,0.378868,0.282196,1329.396040,997.039188
26816,"[47, 70]",1.799176,0.305083,0.062453,0.135219,823.038269,1495.079664
26817,"[72, 70]",1.721951,0.382172,0.327443,0.070514,104.945794,1187.459600
26818,"[48, 76, 60, 67]",1.758394,0.226841,0.157726,0.112107,356.651016,571.695766
26819,"[72, 57]",1.759305,0.344584,0.312669,0.064705,1302.696391,258.311168
26820,"[78, 51]",4.609703,2.505953,0.068134,0.277436,1110.819628,354.538732
26821,"[67, 78]",1.549528,0.554213,0.349464,0.080422,1549.704858,1917.928373
26822,"[69, 60]",5.084686,2.980961,0.102142,0.081726,1503.303790,94.610167
26823,"[58, 67]",1.961353,0.142231,0.117488,0.010794,108.269401,121.942711
26824,"[49, 58]",1.904517,0.199024,0.048414,0.155425,1928.873617,185.323271
26825,"[59, 75]",2.081633,0.021724,0.082294,0.074737,1262.197189,654.198957
26826,"[69, 80]",3.858280,1.754946,0.106939,0.057575,1162.565372,1318.352938
26827,"[79, 59]",1.703002,0.400180,0.205549,0.093937,2001.772864,1979.143540
26828,"[67, 51]",1.835205,0.267961,0.026067,0.032732,1642.010689,1193.866396
26829,"[70, 76]",2.066289,0.143616,0.135289,0.102347,880.098709,43.351908
26830,"[73, 56, 46]",1.664913,0.334811,0.214873,0.268108,1619.887998,1245.108532
26831,"[56, 49]",1.935442,0.167215,0.012116,0.017113,1456.823397,869.693402
26832,"[63, 59]",2.050267,0.052269,0.133217,0.106782,1755.020605,1969.659400
26833,"[47, 77, 68]",1.440006,0.498789,0.502318,0.261027,1254.558104,905.154544
26834,"[47, 77, 68]",1.440006,0.498789,0.502318,0.261027,1254.558104,905.154544
26835,"[60, 49]",1.853788,0.248378,0.036406,0.052313,1976.897982,1594.160824
26836,"[59, 70, 76]",1.928037,0.133309,0.064508,0.076249,1583.738871,379.533094
26837,"[59, 70, 76]",1.928037,0.133309,0.064508,0.076249,1583.738871,379.533094
26838,"[67, 47]",1.598978,0.502786,0.302803,0.042978,842.693574,890.701862
26839,"[49, 58]",1.727813,0.373917,0.138814,0.175209,1835.316794,1342.278875
26840,"[50, 54]",1.860389,0.241240,0.158441,0.167647,1477.992261,1352.320646
26841,"[47, 69]",1.565461,0.535767,0.125420,0.406998,406.676751,1957.642645
26842,"[57, 80, 64]",1.447712,0.463841,0.269182,0.311329,423.514469,772.348238
26843,"[80, 60]",1.883904,0.099579,0.180264,0.520626,1041.446625,1132.430845
26844,"[63, 47, 60]",1.605476,0.350265,0.365098,0.332205,340.761115,1868.174267
26845,"[77, 69]",1.587425,0.513319,0.087205,0.314426,1493.544882,1932.345015
26846,"[77, 69]",1.587425,0.513319,0.087205,0.314426,1493.544882,1932.345015
26847,"[61, 65]",2.222267,0.121588,0.062093,0.147839,817.453711,1322.408963
26848,"[69, 76]",1.707775,0.392360,0.147353,0.227027,15.430175,156.642634
26849,"[55, 53]",3.508492,1.408461,0.078543,0.024012,229.841850,995.267891
26850,"[64, 55, 48, 73]",1.874041,0.408706,0.132441,0.211432,834.069895,1426.658620
26851,"[58, 65]",3.366306,1.266595,0.102796,0.183789,333.016857,1785.762798
26852,"[80, 54]",1.787389,0.312083,0.002351,0.266860,993.651246,478.202612
26853,"[72, 71, 51]",1.429284,0.477994,0.256999,0.403043,25.133100,394.523733
26854,"[60, 51]",1.598716,0.500614,0.240725,0.206412,1625.591204,1822.091573
26855,"[63, 80]",2.100147,0.001087,0.012658,0.166601,1499.129152,127.192773
26856,"[47, 55]",1.451008,0.647925,0.162283,0.438861,758.145906,1372.040930
26857,"[72, 64]",3.285898,1.186976,0.175940,0.291918,396.166961,586.673591
