,code,Mean-Peak,Mean-SD,SD-X,SD-Y,Mean-X,Mean-y
3342,"[55, 67]",7.046293,3.459153,0.019145,0.260550,824.551193,1002.245263
3343,"[76, 64]",9.604471,0.900567,0.004031,0.023475,949.554608,1901.856341
3344,"[71, 51, 77]",6.591981,2.851692,0.137815,0.132353,152.733041,1687.247324
3345,"[47, 63]",6.016166,4.487995,0.257825,0.399687,1895.663164,1599.154428
3346,"[69, 56]",8.996198,1.506753,0.245965,0.053219,1107.482244,1422.401326
3347,"[76, 47, 70]",8.286607,1.589112,0.069536,0.103444,1913.646820,1741.467243
3348,"[75, 66]",8.008420,2.487981,0.167919,0.004309,792.310031,1410.683886
3349,"[71, 72]",11.087401,0.591680,0.044079,0.033554,1937.641118,1495.142854
3350,"[60, 79]",8.070785,2.424384,0.006025,0.000972,722.987733,1357.227842
3351,"[72, 64]",8.353173,2.139872,0.077861,0.069682,896.852762,792.127262
3352,"[80, 67]",6.372838,4.118583,0.049862,0.253970,1269.283655,1004.369321
3353,"[58, 46, 73]",6.289853,3.850357,0.248550,0.318833,1261.282252,295.709214
3354,"[60, 65]",8.474388,2.016152,0.179873,0.017886,1948.350341,1691.047049
3355,"[71, 53]",6.762541,3.727252,0.069340,0.227910,248.039815,1743.223132
3356,"[65, 48]",6.269711,4.216666,0.179582,0.082319,1935.935825,1974.843181
3357,"[56, 46, 79]",8.313225,1.805229,0.107912,0.154261,1269.425097,764.164939
3358,"[78, 64]",6.064310,4.418578,0.131293,0.105509,257.809573,974.934175
3359,"[76, 69]",9.489461,0.993162,0.183011,0.055813,724.580440,1296.223957
3360,"[67, 60, 73]",6.310837,4.077481,0.365216,0.303435,823.778411,1535.352785
3361,"[67, 78]",9.714685,0.765589,0.059840,0.083926,1004.599858,434.610062
3362,"[58, 70, 46]",8.736336,1.339228,0.112552,0.126232,1141.557353,620.241684
3363,"[58, 70]",9.493302,0.985548,0.055742,0.002192,1141.484564,620.330934
3364,"[46, 58, 76]",8.975152,1.676032,0.046196,0.107714,420.141473,1573.490728
3365,"[75, 46]",10.150202,2.581088,0.133006,0.112302,143.864662,1251.788239
3366,"[64, 76, 46]",7.333452,3.394566,0.296089,0.072455,1221.360989,911.674772
3367,"[69, 51]",8.492901,1.981774,0.090943,0.191189,719.970666,1702.625560
3368,"[69, 59]",9.648248,0.825966,0.013239,0.040738,1141.774413,364.851742
3369,"[76, 63, 57]",7.228558,3.336097,0.159768,0.082985,1453.856420,853.984815
3370,"[78, 69]",7.549576,2.924149,0.267108,0.230875,432.892243,557.387002
3371,"[46, 79, 63]",6.689235,2.750063,0.125763,0.207145,305.680330,1981.921325
3372,"[71, 79, 61]",7.168541,2.535356,0.114642,0.091950,1393.488850,303.275405
3373,"[69, 73, 60, 52]",6.348441,3.612918,0.192094,0.449469,485.271916,196.817529
3374,"[69, 79, 59]",8.029956,1.897020,0.159231,0.039572,1537.185997,2035.667350
3375,"[66, 51, 78]",8.059894,2.597022,0.073407,0.107306,1745.626671,1595.601313
3376,"[71, 56, 73, 52]",7.086475,2.205371,0.062917,0.091134,1942.962575,1837.571118
3377,"[75, 69]",8.463253,2.001929,0.020370,0.049327,339.999713,859.796768
3378,"[75, 69]",8.463253,2.001929,0.020370,0.049327,339.999713,859.796768
3379,"[79, 71]",9.390970,1.074077,0.117896,0.058884,54.187859,1138.218456
3380,"[47, 56]",7.855652,2.608446,0.138597,0.365893,1830.344610,1961.539019
3381,"[71, 75, 51]",6.711981,2.765077,0.081094,0.065308,850.368884,1853.914070
3382,"[75, 69]",9.081173,1.378882,0.049682,0.031375,1731.028332,1074.926079
3383,"[67, 55, 73]",8.135035,2.224653,0.107053,0.111882,1398.630521,1064.587418
3384,"[66, 78]",7.863561,2.593299,0.082428,0.460116,55.093005,1276.886511
3385,"[56, 77, 67]",9.995760,2.088814,0.134858,0.026888,1412.741806,307.005893
3386,"[74, 67, 46]",7.293177,2.693075,0.115904,0.074022,1370.826766,311.025888
3387,"[77, 65]",8.894851,1.554778,0.084782,0.028120,1771.087807,1967.701748
3388,"[63, 78, 46]",7.911747,2.137249,0.088158,0.150796,433.151877,1778.710100
3389,"[63, 76]",7.540758,2.908386,0.007732,0.047046,1124.895151,1788.873426
3390,"[76, 61]",10.219618,0.228163,0.016250,0.035074,115.638410,1134.971128
3391,"[56, 73, 67]",5.315378,3.678529,0.230659,0.315331,599.447260,1523.572102
3392,"[66, 48]",7.056474,3.389256,0.026295,0.061093,1071.644030,645.059922
3393,"[63, 80]",6.668480,3.775930,0.185970,0.152054,1103.586553,1907.454370
3394,"[51, 77]",8.705114,1.738951,0.188053,0.052554,1578.087928,1121.914470
3395,"[63, 57]",6.806721,3.635035,0.137241,0.384377,1767.774084,1816.364487
3396,"[61, 68]",5.806333,4.634509,0.232891,0.315736,966.224148,423.595182
3397,"[46, 58]",6.220728,4.219545,0.285176,0.203546,872.754991,559.874219
3398,"[46, 79, 65]",7.915941,2.204528,0.120244,0.224468,100.686427,1410.880129
3399,"[71, 52, 73, 56]",8.070727,1.431846,0.109085,0.227018,930.868703,1078.904930
3400,"[75, 64]",9.817647,0.619576,0.146193,0.088453,779.971576,1507.527251
3401,"[58, 69, 76]",5.732750,3.402215,0.322033,0.064626,1715.287573,1060.941924
3402,"[74, 58]",9.061123,1.372866,0.003193,0.005596,228.968138,1971.555626
3403,"[76, 61, 71]",8.956826,1.208721,0.026239,0.157792,440.690434,1214.037691
3404,"[76, 71]",8.950115,1.480329,0.030222,0.178811,440.696743,1213.995365
3405,"[58, 66]",6.017286,4.410915,0.025970,0.021074,1525.174609,1172.967558
3406,"[69, 76]",9.135030,1.292847,0.052361,0.097042,1745.208060,1978.670458
3407,"[56, 52]",8.703898,1.723814,0.139176,0.064505,1916.233367,1666.662784
3408,"[46, 61, 65]",5.696302,3.498314,0.137592,0.147030,1891.596352,1257.998239
3409,"[69, 55, 46, 73]",8.689537,1.175416,0.069966,0.173649,1609.197476,1713.427381
3410,"[47, 57]",14.461634,4.038829,0.051137,0.014805,100.700618,1360.646800
3411,"[58, 68]",13.992943,3.571793,0.017930,0.040904,602.014088,1659.823548
3412,"[59, 77, 70]",5.628511,3.491674,0.311604,0.292892,197.248989,967.837469
3413,"[70, 72]",7.309628,3.108615,0.188318,0.015410,436.135754,1966.197890
3414,"[69, 61]",9.477178,0.938546,0.001752,0.091807,1450.272550,309.693914
3415,"[76, 61]",8.907816,1.507459,0.048847,0.034164,748.902822,1269.084354
3416,"[79, 63]",9.690130,0.724416,0.013328,0.020844,438.684545,505.533550
3417,"[72, 45, 67]",7.886371,1.838778,0.050601,0.027698,1230.088482,1326.601386
3418,"[70, 50]",5.811444,4.600691,0.386607,0.122491,1607.102102,1956.824373
3419,"[65, 58, 74, 48]",7.255969,2.510608,0.198188,0.111459,1548.939205,1188.302515
3420,"[77, 61]",10.023860,0.385856,0.029936,0.040874,1397.498434,837.280828
3421,"[71, 62]",7.785626,2.623422,0.094733,0.146559,1518.034245,1049.121910
3422,"[55, 67, 74]",8.229152,2.313932,0.050372,0.067478,1612.141498,1820.154594
3423,"[65, 77, 46, 62]",5.881304,3.089349,0.429198,0.275375,424.370852,13.250272
3424,"[58, 70]",10.040050,0.366014,0.003177,0.035649,1634.651596,1861.413693
3425,"[63, 78, 58]",5.398156,3.546814,0.303573,0.071634,798.412887,555.681120
3426,"[75, 57]",8.468197,1.936376,0.026284,0.007701,1638.903392,1339.908282
3427,"[55, 53]",6.371526,4.032776,0.100713,0.121360,1588.592178,1393.744016
3428,"[79, 47, 66]",4.626670,4.091577,0.147445,0.135059,1414.129251,2022.648208
3429,"[73, 45, 63, 62]",7.701883,1.831817,0.071809,0.049421,113.805842,1082.946779
3430,"[69, 79]",9.731567,0.671713,0.086596,0.128613,417.208685,907.387546
3431,"[47, 78]",8.618403,1.780201,0.149096,0.158476,1712.594136,1992.611298
3432,"[56, 77, 66, 52]",7.928221,1.605217,0.105678,0.081525,1863.896137,1506.673861
3433,"[56, 66]",8.591643,1.805282,0.062717,0.004233,1863.925529,1506.684555
3434,"[65, 58]",9.052727,1.342839,0.063973,0.252713,1929.940174,1701.938116
3435,"[65, 62, 78]",9.267789,0.960558,0.126808,0.207546,1861.465903,2022.610420
3436,"[47, 72, 67, 55]",5.781305,2.915784,0.132680,0.132484,327.805469,1276.109635
3437,"[65, 77, 61]",8.635232,1.244452,0.082940,0.143594,343.117550,1793.689560
3438,"[79, 61]",7.025107,3.365567,0.182060,0.039143,216.280141,1652.087125
3439,"[71, 79, 61, 53]",8.577928,1.909545,0.073178,0.198287,1771.935136,525.888429
3440,"[67, 58, 74, 46]",8.125892,1.547166,0.170669,0.028456,1277.481853,649.002926
3441,"[63, 79, 57, 45]",4.760844,3.542929,0.347495,0.217269,1545.843226,1267.644071
3442,"[75, 59]",7.797106,2.589359,0.021848,0.077862,421.951493,2026.036992
3443,"[58, 65, 46]",7.419684,3.102106,0.105539,0.180209,1445.114525,1366.501166
3444,"[76, 69]",9.228867,1.154115,0.024128,0.062105,477.879543,511.075696
3445,"[58, 72]",9.905352,0.476994,0.074474,0.117784,976.053628,414.079134
3446,"[61, 71]",5.707005,4.671624,0.132656,0.343409,13.820444,1063.900369
3447,"[46, 78, 67]",5.477473,3.713899,0.117250,0.265846,394.623414,1023.815309
3448,"[75, 60]",7.132198,3.244797,0.028437,0.021191,1902.284231,1379.528288
3449,"[64, 46]",6.073903,4.301635,0.055475,0.101826,1751.882209,1927.888184
3450,"[55, 72, 70]",7.468131,2.055736,0.143135,0.095658,1871.890614,1511.261188
3451,"[55, 72]",8.168223,2.206511,0.157435,0.092657,1871.846096,1511.302582
3452,"[80, 62]",8.262291,2.112331,0.183324,0.221260,1937.914558,2022.395128
3453,"[70, 57]",8.537624,1.830813,0.053249,0.116118,315.022585,579.117234
3454,"[66, 58]",9.876596,0.491700,0.090466,0.032154,1902.171636,1420.175203
3455,"[66, 58]",9.876596,0.491700,0.090466,0.032154,1902.171636,1420.175203
3456,"[62, 78]",9.388360,0.979472,0.116787,0.116329,177.421944,1053.937953
3457,"[77, 56, 65]",5.154366,3.823065,0.195981,0.114166,257.637816,992.928425
3458,"[58, 65, 46]",8.580232,1.262543,0.171550,0.179227,37.876759,1143.382618
3459,"[71, 75, 47, 57]",6.800879,2.909168,0.414399,0.057251,1288.844275,992.768542
3460,"[75, 47, 66, 59]",6.798526,2.877493,0.061818,0.103582,1431.638605,963.664955
3461,"[79, 65]",8.612219,1.748772,0.188388,0.019497,986.986476,666.190161
3462,"[74, 58, 46]",8.645082,1.704198,0.123338,0.101584,694.558459,1480.937751
3463,"[51, 75]",5.877590,4.479544,0.458117,0.062675,790.149396,217.044476
3464,"[60, 65]",8.196231,2.159241,0.263039,0.139951,692.592163,766.219264
3465,"[65, 79, 49]",5.703879,3.330454,0.161421,0.100500,1793.300551,1167.186301
3466,"[55, 72, 53]",6.437015,3.321050,0.094338,0.267571,1421.159459,196.402828
3467,"[72, 64, 61]",9.259098,0.859902,0.052873,0.064053,437.061384,1607.075875
3468,"[72, 53]",7.526585,2.824823,0.016489,0.043750,1596.312134,1351.203007
3469,"[74, 46, 55, 64]",5.420321,3.124852,0.124899,0.350358,1510.327153,191.757137
3470,"[68, 77, 49]",6.315629,2.868546,0.246283,0.136895,1257.639008,224.435857
3471,"[69, 79, 59, 48]",6.281023,2.893768,0.265396,0.146612,138.639342,1256.485007
3472,"[56, 76]",7.089920,3.256235,0.022273,0.034003,767.800944,712.001818
3473,"[66, 55]",5.655903,4.689450,0.398327,0.199257,190.849267,15.013504
3474,"[58, 75, 49]",6.778619,2.524495,0.159557,0.101543,1243.340415,664.886673
3475,"[79, 54]",5.835564,4.507416,0.229834,0.292703,843.616686,967.973991
3476,"[67, 79, 49]",7.344858,3.714178,0.016294,0.136607,683.791563,1386.825131
3477,"[72, 64, 61]",7.841667,1.856394,0.102329,0.159411,405.064873,1672.231395
3478,"[71, 56, 74]",6.697891,2.580152,0.155995,0.067462,1139.065610,1817.132437
3479,"[71, 56]",7.685847,2.656616,0.155868,0.012563,1139.001822,1817.179586
3480,"[78, 58, 45]",6.484118,2.904693,0.108295,0.108416,702.786442,1545.393783
3481,"[78, 67]",6.713347,3.624943,0.131434,0.305624,67.052251,1416.660242
3482,"[55, 69]",9.392698,0.944725,0.071497,0.000864,368.044420,559.905021
3483,"[72, 65, 59]",8.110526,1.946527,0.066511,0.036234,434.975498,1194.608012
3484,"[47, 72, 67, 55]",5.132060,3.244922,0.353498,0.172032,1830.069089,883.129647
3485,"[61, 79, 53]",7.795138,1.975172,0.203605,0.128451,1494.760119,163.295766
3486,"[63, 76, 62]",7.265039,2.354375,0.219411,0.092196,284.095577,88.714860
3487,"[80, 57, 50]",7.239295,4.210269,0.072507,0.215268,1126.505097,1023.917200
3488,"[66, 79]",9.068633,1.260305,0.114015,0.045117,1445.489474,325.616079
3489,"[55, 45]",7.444212,2.884214,0.002333,0.071192,645.969527,1618.064364
3490,"[72, 50]",6.114287,4.208387,0.320931,0.329822,1187.483926,1047.431459
3491,"[68, 75, 45, 58]",5.588288,3.370340,0.302368,0.200172,1342.011460,581.119352
3492,"[47, 69, 58]",6.434896,2.994250,0.243686,0.107291,1612.933905,325.217447
3493,"[61, 65, 52]",9.340301,1.326260,0.122521,0.179774,823.448482,1100.703169
3494,"[76, 61]",9.094074,1.223408,0.114245,0.069105,853.070140,971.799737
3495,"[64, 79, 57]",5.756892,3.361736,0.216171,0.283282,693.612219,1596.876026
3496,"[64, 57, 51]",5.274472,3.585665,0.075592,0.238963,1261.028094,1021.487158
3497,"[64, 57, 51]",5.274472,3.585665,0.075592,0.238963,1261.028094,1021.487158
3498,"[58, 74, 67]",6.735709,2.610860,0.170947,0.049993,1543.630603,2023.432184
3499,"[60, 69, 50]",6.283270,3.113422,0.113720,0.194713,628.565450,1301.797550
3500,"[74, 67]",5.983619,4.329735,0.102448,0.137983,1892.004306,336.315885
3501,"[70, 57]",7.969859,2.342191,0.029044,0.011323,1134.098955,1878.666556
3502,"[76, 49]",6.758214,3.553482,0.094561,0.125762,356.400537,529.919178
3503,"[72, 45]",5.645099,4.666393,0.292583,0.243426,401.512500,1645.212495
3504,"[65, 53]",5.881661,4.429782,0.238259,0.151724,809.092562,1976.497673
3505,"[52, 77]",11.491125,1.181988,0.139503,0.181286,1924.367274,1535.790172
3506,"[75, 48]",6.405169,3.903849,0.204514,0.051250,1233.610664,1085.856220
3507,"[51, 75]",6.726482,3.581757,0.079500,0.072299,1907.013007,885.779709
3508,"[51, 75]",6.726482,3.581757,0.079500,0.072299,1907.013007,885.779709
3509,"[65, 73]",7.335932,2.970980,0.123009,0.045425,1584.346732,944.778117
3510,"[65, 72]",11.448800,1.141989,0.033018,0.055716,1417.868804,1049.099901
3511,"[47, 79, 57, 65]",5.702898,3.250223,0.403421,0.173691,1593.017785,2013.467283
3512,"[55, 70, 72]",7.607854,1.944992,0.127890,0.061839,1589.788196,262.419374
3513,"[47, 65, 76]",6.275612,2.850096,0.099417,0.078763,950.049574,543.521156
3514,"[80, 66]",9.644666,0.659076,0.031820,0.089679,1171.750339,292.687037
3515,"[65, 79]",7.494204,2.806159,0.056276,0.115849,1806.553097,1797.088498
3516,"[65, 79]",7.494204,2.806159,0.056276,0.115849,1806.553097,1797.088498
3517,"[55, 76, 64]",6.573281,3.364062,0.190491,0.052567,1356.478071,292.823184
3518,"[46, 56, 64]",5.595201,3.669715,0.183901,0.329476,1962.015711,1876.070527
3519,"[78, 62, 70]",8.304552,2.140642,0.131530,0.135721,1964.384008,442.751592
3520,"[46, 62]",6.319971,3.978397,0.102915,0.042923,820.501922,1373.145233
3521,"[70, 57, 45, 80]",4.488836,3.372564,0.358954,0.218453,1189.411777,1154.721301
3522,"[65, 79, 62, 49]",5.175611,3.023907,0.077737,0.181400,1450.066186,339.578259
3523,"[64, 62]",9.534126,0.760029,0.037470,0.077703,738.870216,1401.389603
3524,"[61, 67, 74]",5.073613,3.691716,0.213232,0.313799,326.112704,2002.660096
3525,"[61, 77, 66]",5.517908,3.389983,0.106830,0.244124,887.002614,959.039245
3526,"[59, 66]",7.167257,3.125451,0.101558,0.259537,1999.461607,1963.571111
3527,"[64, 72, 61, 50]",6.444805,3.296284,0.270769,0.315069,2045.856934,481.315890
3528,"[56, 69]",5.971816,4.316458,0.002573,0.001733,1081.560604,530.853016
3529,"[63, 80]",8.959764,1.327198,0.047393,0.005914,1829.538611,2026.917632
3530,"[63, 48, 78]",5.410485,3.450462,0.394588,0.172275,763.170139,223.505900
3531,"[63, 48]",6.725711,3.559364,0.208086,0.126002,762.918312,223.408190
3532,"[60, 69, 80]",7.775423,2.443700,0.036212,0.093894,809.358775,1400.836434
3533,"[66, 78, 58]",5.872024,3.120954,0.223789,0.222938,1334.400415,985.272008
3534,"[79, 57]",6.841920,3.442034,0.180258,0.024831,832.268412,1487.687460
3535,"[63, 59]",7.815941,2.468001,0.034062,0.009522,791.255731,1412.383470
3536,"[64, 76, 61]",8.751181,1.084502,0.038137,0.101282,1929.575864,1901.504053
3537,"[46, 58]",9.490659,0.792229,0.077331,0.063789,798.688294,581.970684
3538,"[77, 60]",8.725458,1.556059,0.059808,0.133821,925.761929,1017.696818
3539,"[60, 70, 73]",7.750435,1.811488,0.094255,0.068701,1207.878728,756.160861
3540,"[80, 70]",7.294008,2.986836,0.147116,0.071071,1314.211466,1039.606387
3541,"[55, 53]",6.867059,3.413422,0.382573,0.030267,188.619884,976.343733
3542,"[65, 48]",6.279807,3.999872,0.135869,0.043507,654.401087,1995.494357
3543,"[69, 62, 79]",7.030491,2.305763,0.013574,0.109895,1615.334384,367.125374
3544,"[69, 62, 74]",5.689045,3.738701,0.266522,0.235986,1615.147817,366.888680
3545,"[72, 45]",7.034022,3.241734,0.011009,0.146996,1611.619418,1213.086580
3546,"[63, 61, 76]",7.403650,2.040423,0.087005,0.075141,1066.835308,969.333500
3547,"[63, 61]",8.245642,2.029319,0.035269,0.056443,1066.893362,969.291534
3548,"[64, 75]",7.992799,2.281917,0.027164,0.094642,1587.220518,1698.302564
3549,"[80, 55]",7.451272,2.822247,0.217856,0.025135,1890.606389,1564.844162
3550,"[65, 79]",9.352586,0.920222,0.059560,0.117894,15.050453,1257.644461
3551,"[70, 53]",6.916309,3.351419,0.116713,0.141343,1872.934130,1065.773437
3552,"[75, 64, 57, 51]",5.898461,2.832959,0.321977,0.129748,125.573589,1174.020472
3553,"[57, 70]",8.815561,1.442894,0.067269,0.083927,1895.833372,1274.154220
3554,"[74, 58]",9.133383,1.123866,0.246693,0.041477,1874.136541,1649.007367
3555,"[69, 76]",6.590367,3.664690,0.081014,0.041556,711.839728,1479.997433
3556,"[59, 69, 48]",8.105720,2.616523,0.015408,0.284274,174.762946,2016.679252
3557,"[59, 69, 48]",8.105720,2.616523,0.015408,0.284274,174.762946,2016.679252
3558,"[61, 79]",8.111964,2.140856,0.086919,0.014170,1613.921019,1030.636274
3559,"[65, 56]",7.346854,2.905287,0.015215,0.136497,484.757416,179.532934
3560,"[65, 56]",7.346854,2.905287,0.015215,0.136497,484.757416,179.532934
3561,"[77, 59, 45, 69]",7.078451,2.545803,0.269186,0.140401,1527.338615,1235.541288
3562,"[46, 68]",9.826499,0.423907,0.007024,0.091745,1720.874057,385.469967
3563,"[79, 46, 63]",8.388707,1.923578,0.091116,0.083421,1486.102261,1300.463839
3564,"[72, 52]",8.180710,2.063693,0.092710,0.104343,1224.942369,781.208804
3565,"[65, 72]",9.009706,1.233474,0.101967,0.049645,1563.879995,222.867774
3566,"[56, 74]",9.241173,1.001077,0.400312,0.071891,2005.539212,1636.956233
3567,"[64, 72, 53]",7.165351,3.252108,0.089333,0.104925,319.792749,1958.912247
3568,"[79, 56, 52]",6.184473,2.870129,0.093015,0.144407,443.051264,1170.589558
3569,"[58, 65, 74]",8.458199,1.260110,0.227984,0.121461,1548.929273,1188.323795
3570,"[55, 46, 67]",6.962360,4.202074,0.049932,0.330428,1713.150316,254.182786
3571,"[59, 48]",6.357516,3.881064,0.093832,0.391239,398.872349,587.129795
3572,"[74, 63]",8.679206,1.557577,0.185985,0.191005,495.817990,44.632177
3573,"[74, 67]",7.030374,3.206409,0.237697,0.188056,495.766279,45.011238
3574,"[47, 57, 65]",4.562594,4.015408,0.225606,0.037671,1089.674205,416.336776
3575,"[58, 65, 46]",8.029048,1.860798,0.057975,0.195235,1435.396917,212.269098
3576,"[60, 46]",7.768609,2.467288,0.447891,0.028370,1573.660867,170.063414
3577,"[55, 72, 45]",7.931217,2.134230,0.072285,0.088505,368.008481,1951.877958
3578,"[62, 65]",8.822042,1.412247,0.131816,0.038996,107.414331,1408.790774
3579,"[65, 56]",7.049807,3.182649,0.028822,0.161880,655.816328,1946.108941
3580,"[66, 56]",9.141139,1.088842,0.016832,0.027322,877.711221,1857.745697
3581,"[46, 63, 55]",8.120969,2.241611,0.066569,0.139033,898.842828,1927.579342
3582,"[76, 70]",9.576967,0.650848,0.006369,0.016986,1769.183250,1020.015219
3583,"[75, 51, 57]",5.147454,3.612569,0.075118,0.213433,1530.337067,1987.570869
3584,"[59, 67]",6.012910,4.208763,0.219450,0.165232,1284.322239,269.665431
3585,"[78, 70]",6.409532,3.811561,0.399366,0.050873,932.659203,1302.983381
3586,"[72, 71, 49]",7.291547,2.093725,0.125605,0.089348,1649.055188,124.087979
3587,"[63, 48, 77]",4.568396,3.998198,0.241555,0.429495,244.074452,201.768396
3588,"[74, 59]",6.056275,4.163820,0.010408,0.202176,647.227770,1902.902570
3589,"[63, 55, 46]",6.945050,2.321017,0.250197,0.093440,1475.046002,1199.091821
3590,"[75, 51, 71, 59]",7.265722,2.620297,0.064267,0.054945,1996.733373,1837.920786
3591,"[75, 70, 59, 51]",5.364093,3.476367,0.264761,0.410219,1420.807392,1325.468533
3592,"[66, 78]",6.447914,3.768473,0.200834,0.025810,1935.393016,1553.627236
3593,"[51, 64, 57]",9.329649,0.968229,0.032244,0.046956,1783.585139,814.069934
3594,"[57, 79]",6.382358,3.830007,0.121766,0.203478,1291.402756,478.585680
3595,"[61, 65]",8.770740,1.440723,0.055099,0.017611,1467.951682,133.755316
3596,"[59, 79, 48]",4.695635,3.962938,0.342788,0.234521,1243.178904,1627.449648
3597,"[55, 76]",6.673737,3.537064,0.322990,0.052252,1250.037979,684.476740
3598,"[70, 74, 49, 60]",4.535663,3.340514,0.271689,0.062956,114.765387,1977.490544
3599,"[61, 65, 46]",8.604633,3.060847,0.031937,0.246696,366.672229,528.315584
3600,"[60, 65, 79]",8.154986,3.263255,0.082976,0.319129,1891.750679,1947.446703
3601,"[47, 57, 78]",6.857591,2.492744,0.382589,0.172709,974.922116,1077.349152
3602,"[67, 58]",8.607636,1.600051,0.142862,0.192956,202.005439,171.641814
3603,"[76, 70]",8.585351,1.621674,0.060597,0.007565,349.298459,968.753523
3604,"[55, 70]",8.634139,1.572062,0.024290,0.042859,1463.153925,231.769098
3605,"[55, 69]",6.748813,3.457388,0.066180,0.444033,1463.195815,231.367924
3606,"[79, 59]",8.316358,1.889445,0.076971,0.108894,1118.304032,1375.282423
3607,"[73, 70, 59]",7.762396,1.737018,0.107224,0.108136,883.187649,1943.840688
3608,"[70, 80]",9.103908,1.101038,0.019064,0.038308,1974.271217,1869.692616
3609,"[76, 64]",9.321371,0.881748,0.121480,0.162798,1462.950316,818.408032
3610,"[72, 70]",8.107431,2.092248,0.160888,0.191896,681.442045,1981.487693
3611,"[55, 67]",8.267909,1.931550,0.091375,0.064370,803.231772,1201.292789
3612,"[65, 77]",7.542212,2.656624,0.058282,0.129262,660.057687,1551.580252
3613,"[61, 70, 72, 52]",5.565083,3.001924,0.262817,0.067517,646.858904,1929.393977
3614,"[71, 62]",6.557082,3.638757,0.218017,0.330925,964.832934,492.838593
3615,"[63, 76, 46, 55]",6.929308,2.243649,0.038833,0.026231,592.737192,1642.439226
3616,"[59, 69, 79]",9.395253,0.956956,0.044790,0.041223,1058.589915,854.763597
3617,"[55, 73, 50]",6.671329,3.071376,0.075488,0.120499,1428.785328,1387.304850
3618,"[78, 51]",8.639340,1.551223,0.030089,0.094653,473.100317,524.163601
3619,"[72, 68, 55]",6.794010,3.034202,0.165500,0.036380,1726.141342,1795.720452
3620,"[66, 78, 59]",9.612562,0.527770,0.080688,0.023708,2011.086265,338.377049
3621,"[58, 71, 79, 47]",4.913128,3.107631,0.408177,0.284091,1199.092654,1110.992698
3622,"[75, 48, 57, 63]",5.985170,2.798688,0.286763,0.057696,1506.693889,217.062181
3623,"[51, 69]",6.921571,3.262885,0.191446,0.057937,1122.712298,1334.296531
3624,"[78, 61]",5.640190,4.543993,0.129150,0.348464,1756.034898,480.562096
3625,"[79, 47, 63, 57]",6.353631,2.753356,0.132994,0.044563,1389.065280,148.972496
3626,"[72, 70, 55]",9.269729,0.646108,0.059565,0.127930,54.029091,193.315028
3627,"[57, 63]",5.993168,4.187947,0.100214,0.134284,43.746148,93.772263
3628,"[47, 62, 67]",6.575214,3.893400,0.244491,0.182330,1248.138347,857.303024
3629,"[80, 60, 68]",4.588307,3.968548,0.359031,0.110555,1395.224693,301.972043
3630,"[70, 80, 57, 50]",6.092204,3.220890,0.204804,0.193672,1920.951211,1739.729330
3631,"[59, 70]",5.729150,4.445569,0.079658,0.367179,730.371549,157.144816
3632,"[72, 55]",8.430831,1.742882,0.115180,0.090216,1641.724839,238.736115
3633,"[60, 67]",8.786888,1.386822,0.005280,0.051141,803.072624,1263.395088
3634,"[55, 74]",6.246115,3.927555,0.117176,0.006565,126.171006,1039.803031
3635,"[55, 73, 51]",5.811167,3.603911,0.152648,0.330848,173.805073,983.710356
3636,"[79, 68]",8.848532,1.321984,0.034125,0.023461,1603.668871,1870.501579
3637,"[64, 61]",8.243622,1.926017,0.098709,0.039281,1631.655396,395.067292
3638,"[65, 62]",8.595627,1.573681,0.102531,0.006256,1317.961694,328.628392
3639,"[67, 79]",8.628389,1.540687,0.125813,0.002533,728.151015,1939.775965
3640,"[74, 67]",7.432867,2.736096,0.166504,0.121804,1915.216877,1901.834798
3641,"[70, 55, 78]",5.446897,3.417544,0.197441,0.154022,910.278650,1828.465717
3642,"[70, 55]",7.073858,3.094899,0.225722,0.149040,910.228569,1828.398956
3643,"[55, 78, 66]",5.516903,3.293184,0.267835,0.216337,1924.418681,1678.650471
3644,"[65, 72]",9.005049,1.159198,0.151509,0.101648,843.725468,1028.892739
3645,"[58, 74]",7.503882,2.660168,0.159043,0.089222,1459.832260,302.804033
3646,"[65, 61, 47, 79]",6.494256,3.527262,0.284181,0.159378,101.921448,92.311218
3647,"[65, 79]",6.524294,3.638945,0.118675,0.152231,101.792193,92.296687
3648,"[78, 46]",7.954605,2.207122,0.092475,0.126490,1868.174845,1250.934750
3649,"[78, 70, 62]",6.668955,3.108653,0.190933,0.208758,952.422378,582.108130
3650,"[58, 66, 51]",7.972686,1.753701,0.007870,0.137015,1200.188766,1354.394493
3651,"[58, 47]",6.849768,3.309131,0.448521,0.166629,1199.732196,1354.666151
3652,"[47, 75, 56, 69]",6.086580,2.742131,0.081388,0.177946,1674.981020,394.007679
3653,"[61, 51, 65]",5.840392,3.244939,0.417380,0.551988,214.057606,88.902743
3654,"[73, 53]",6.512109,3.645500,0.368863,0.106707,1303.468638,573.218062
3655,"[76, 66, 61]",6.953988,2.652831,0.086887,0.047051,237.057585,1303.019483
3656,"[78, 62]",6.857750,3.299028,0.031698,0.076794,828.870727,995.131041
3657,"[75, 71]",9.208740,0.944624,0.069517,0.091367,659.850177,1902.412980
3658,"[46, 64, 76, 62]",7.855816,1.787933,0.183864,0.215454,359.624176,509.935183
3659,"[72, 47]",5.830018,4.321243,0.213785,0.258133,1059.214105,1368.512504
